throughput,thermal_load,power_usage,storage_health,cooling_efficiency,material_availability,deadline_pressure,maintenance_health,machine_health,inventory_level,defect_rate,line_utilization,energy_cost,severity
84,76,82,91,88,93,40,87,84,75,5,70,60,WARNING
84,41,68,91,100,93,40,87,90,75,2,70,50,NORMAL
96,72,78,91,88,93,54,87,90,51,5,70,50,NORMAL
84,78,81,91,88,93,40,87,83,75,5,70,64,WARNING
84,47,68,91,100,93,40,87,90,75,0,70,50,NORMAL
92,72,75,91,88,93,49,87,90,70,5,70,50,NORMAL
78,72,68,91,88,86,40,87,90,67,5,70,50,NORMAL
84,72,57,91,88,93,24,87,90,75,5,49,50,NORMAL
80,83,68,91,80,93,40,87,90,75,15,70,50,WARNING
86,72,72,91,88,93,48,87,90,67,5,70,50,NORMAL
84,84,100,91,88,93,40,87,73,75,10,70,75,CRITICAL
84,58,68,91,94,93,40,87,90,75,4,70,50,NORMAL
87,72,69,91,88,93,43,87,90,70,5,70,50,NORMAL
70,72,68,91,88,60,40,87,90,47,5,70,50,NORMAL
63,89,68,91,70,93,40,87,90,75,29,70,50,WARNING
99,72,93,91,88,93,71,87,90,34,5,70,50,WARNING
55,72,68,91,88,44,40,87,90,33,5,70,50,NORMAL
84,39,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,48,68,91,96,93,40,87,90,75,3,70,50,NORMAL
57,87,68,91,76,93,40,87,90,75,27,70,50,WARNING
92,72,76,91,88,93,58,87,90,48,5,70,50,NORMAL
84,64,68,91,94,93,40,87,90,75,5,70,50,NORMAL
84,72,65,91,88,93,31,87,90,75,5,61,50,NORMAL
84,46,68,91,100,93,40,87,90,75,3,70,50,NORMAL
80,86,68,91,77,93,40,87,90,75,16,70,50,WARNING
96,72,77,91,88,93,72,87,90,31,5,70,50,NORMAL
93,72,75,91,88,93,49,87,90,65,5,70,50,NORMAL
84,77,80,91,88,93,40,87,87,75,5,70,62,WARNING
84,30,68,91,100,93,40,87,90,75,1,70,50,NORMAL
97,72,77,91,88,93,70,87,90,49,5,70,50,NORMAL
84,85,100,91,88,93,40,87,80,75,10,70,74,CRITICAL
84,82,100,91,88,93,40,87,73,75,10,70,72,CRITICAL
60,72,68,91,88,63,40,87,90,41,5,70,50,NORMAL
43,72,68,91,88,25,40,87,90,15,5,70,50,WARNING
69,72,68,91,88,42,40,87,90,51,5,70,50,NORMAL
84,72,59,91,88,93,26,87,90,75,5,62,50,NORMAL
84,72,64,91,88,93,28,87,90,75,5,60,50,NORMAL
84,56,68,91,94,93,40,87,90,75,2,70,50,NORMAL
57,98,68,91,74,93,40,87,90,75,31,70,50,WARNING
84,64,68,91,94,93,40,87,90,75,2,70,50,NORMAL
53,72,68,91,88,52,40,87,90,36,5,70,50,NORMAL
60,88,68,91,65,93,40,87,90,75,33,70,50,WARNING
84,93,100,91,88,93,40,87,71,75,10,70,79,CRITICAL
84,59,68,91,100,93,40,87,90,75,2,70,50,NORMAL
89,72,82,91,88,93,79,87,90,13,5,70,50,WARNING
67,83,68,91,78,93,40,87,90,75,21,70,50,WARNING
74,97,68,91,66,93,40,87,90,75,18,70,50,WARNING
66,93,68,91,75,93,40,87,90,75,20,70,50,WARNING
56,98,68,91,75,93,40,87,90,75,26,70,50,WARNING
86,72,73,91,88,93,46,87,90,71,5,70,50,NORMAL
84,72,59,91,88,93,22,87,90,75,5,54,50,NORMAL
60,100,68,91,72,93,40,87,90,75,38,70,50,WARNING
88,72,73,91,88,93,52,87,90,59,5,70,50,NORMAL
59,72,68,91,88,51,40,87,90,48,5,70,50,NORMAL
84,93,100,91,88,93,40,87,63,75,10,70,88,CRITICAL
87,72,72,91,88,93,49,87,90,67,5,70,50,NORMAL
84,64,68,91,95,93,40,87,90,75,1,70,50,NORMAL
99,72,79,91,88,93,59,87,90,60,5,70,50,NORMAL
84,45,68,91,100,93,40,87,90,75,4,70,50,NORMAL
100,72,87,91,88,93,86,87,90,51,5,70,60,WARNING
84,72,50,91,88,93,11,87,90,75,5,49,50,NORMAL
91,72,75,91,88,93,50,87,90,60,5,70,50,NORMAL
84,35,68,91,97,93,40,87,90,75,0,70,50,NORMAL
84,72,62,91,88,93,29,87,90,75,5,62,50,NORMAL
83,75,68,91,84,93,40,87,90,75,9,70,50,NORMAL
84,53,68,91,98,93,40,87,90,75,0,70,50,NORMAL
84,71,68,91,88,93,40,87,90,75,5,70,50,NORMAL
58,100,68,91,61,93,40,87,90,75,37,70,50,WARNING
96,72,81,91,88,93,64,87,90,44,5,70,50,WARNING
84,72,51,91,88,93,12,87,90,75,5,55,50,NORMAL
84,46,68,91,100,93,40,87,90,75,4,70,50,NORMAL
100,72,86,91,88,93,73,87,90,39,5,70,50,WARNING
84,72,58,91,88,93,21,87,90,75,5,47,50,NORMAL
54,72,68,91,88,52,40,87,90,30,5,70,50,NORMAL
84,72,47,91,88,93,0,87,90,75,5,39,50,NORMAL
84,72,65,91,88,93,28,87,90,75,5,60,50,NORMAL
84,72,52,91,88,93,14,87,90,75,5,53,50,NORMAL
84,52,68,91,100,93,40,87,90,75,4,70,50,NORMAL
83,72,68,91,88,89,40,87,90,73,5,70,50,NORMAL
84,83,100,91,88,93,40,87,77,75,10,70,70,CRITICAL
92,72,72,91,88,93,53,87,90,69,5,70,50,NORMAL
70,72,68,91,88,73,40,87,90,55,5,70,50,NORMAL
84,72,49,91,88,93,17,87,90,75,5,49,50,NORMAL
84,91,94,91,88,93,40,87,66,75,10,70,79,CRITICAL
79,72,68,91,88,85,40,87,90,67,5,70,50,NORMAL
65,100,68,91,68,93,40,87,90,75,21,70,50,WARNING
84,76,76,91,88,93,40,87,84,75,5,70,56,NORMAL
64,88,68,91,81,93,40,87,90,75,21,70,50,WARNING
82,74,68,91,86,93,40,87,90,75,6,70,50,NORMAL
100,72,76,91,88,93,68,87,90,46,5,70,50,NORMAL
84,75,77,91,88,93,40,87,86,75,5,70,54,NORMAL
84,72,60,91,88,93,18,87,90,75,5,49,50,NORMAL
84,85,90,91,88,93,40,87,84,75,10,70,68,CRITICAL
90,72,80,91,88,93,69,87,90,29,5,70,50,NORMAL
91,72,73,91,88,93,52,87,90,68,5,70,50,NORMAL
84,60,68,91,93,93,40,87,90,75,3,70,50,NORMAL
84,72,64,91,88,93,34,87,90,75,5,65,50,NORMAL
84,85,100,91,88,93,40,87,62,75,10,70,87,CRITICAL
84,77,79,91,88,93,40,87,87,75,5,70,61,WARNING
89,72,74,91,88,93,56,87,90,60,5,70,50,NORMAL
61,72,68,91,88,59,40,87,90,50,5,70,50,NORMAL
84,72,62,91,88,93,29,87,90,75,5,59,50,NORMAL
98,72,91,91,88,93,83,87,90,52,5,70,60,WARNING
84,72,65,91,88,93,26,87,90,75,5,57,50,NORMAL
85,72,70,91,88,93,44,87,90,70,5,70,50,NORMAL
74,72,68,91,88,76,40,87,90,62,5,70,50,NORMAL
84,77,78,91,88,93,40,87,84,75,5,70,58,NORMAL
88,72,74,91,88,93,54,87,90,62,5,70,50,NORMAL
56,100,68,91,68,93,40,87,90,75,24,70,50,WARNING
84,72,64,91,88,93,34,87,90,75,5,66,50,NORMAL
63,72,68,91,88,56,40,87,90,38,5,70,50,NORMAL
76,72,68,91,88,72,40,87,90,56,5,70,50,NORMAL
87,72,71,91,88,93,46,87,90,71,5,70,50,NORMAL
93,72,77,91,88,93,61,87,90,59,5,70,50,NORMAL
84,49,68,91,100,93,40,87,90,75,2,70,50,NORMAL
70,72,68,91,88,64,40,87,90,58,5,70,50,NORMAL
84,51,68,91,100,93,40,87,90,75,3,70,50,NORMAL
93,72,75,91,88,93,53,87,90,64,5,70,50,NORMAL
69,72,68,91,88,54,40,87,90,30,5,70,50,NORMAL
84,72,48,91,88,93,0,87,90,75,5,35,50,NORMAL
84,72,59,91,88,93,21,87,90,75,5,54,50,NORMAL
84,56,68,91,100,93,40,87,90,75,1,70,50,NORMAL
69,87,68,91,78,93,40,87,90,75,25,70,50,WARNING
99,72,80,91,88,93,60,87,90,50,5,70,50,NORMAL
83,72,68,91,88,90,40,87,90,73,5,70,50,NORMAL
84,71,68,91,89,93,40,87,90,75,5,70,50,NORMAL
84,43,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,65,68,91,92,93,40,87,90,75,4,70,50,NORMAL
79,72,68,91,88,83,40,87,90,69,5,70,50,NORMAL
84,68,68,91,93,93,40,87,90,75,4,70,50,NORMAL
84,72,63,91,88,93,17,87,90,75,5,58,50,NORMAL
84,85,98,91,88,93,40,87,83,75,10,70,76,CRITICAL
84,79,86,91,88,93,40,87,85,75,5,70,60,WARNING
69,72,68,91,88,68,40,87,90,43,5,70,50,NORMAL
84,72,58,91,88,93,16,87,90,75,5,55,50,NORMAL
82,72,68,91,88,90,40,87,90,71,5,70,50,NORMAL
84,80,83,91,88,93,40,87,82,75,5,70,60,WARNING
90,72,70,91,88,93,48,87,90,69,5,70,50,NORMAL
84,52,68,91,100,93,40,87,90,75,2,70,50,NORMAL
84,89,97,91,88,93,40,87,73,75,10,70,74,CRITICAL
84,83,95,91,88,93,40,87,74,75,10,70,66,CRITICAL
81,76,68,91,85,93,40,87,90,75,6,70,50,NORMAL
60,92,68,91,72,93,40,87,90,75,22,70,50,WARNING
73,90,68,91,74,93,40,87,90,75,16,70,50,WARNING
54,100,68,91,73,93,40,87,90,75,30,70,50,WARNING
57,93,68,91,62,93,40,87,90,75,32,70,50,WARNING
84,83,81,91,88,93,40,87,83,75,10,70,66,CRITICAL
100,72,82,91,88,93,95,87,90,53,5,70,60,WARNING
68,87,68,91,73,93,40,87,90,75,23,70,50,WARNING
73,82,68,91,77,93,40,87,90,75,20,70,50,WARNING
84,75,78,91,88,93,40,87,84,75,5,70,54,NORMAL
84,56,68,91,100,93,40,87,90,75,1,70,50,NORMAL
84,34,68,91,100,93,40,87,90,75,0,70,50,NORMAL
82,75,68,91,85,93,40,87,90,75,8,70,50,NORMAL
62,90,68,91,70,93,40,87,90,75,30,70,50,WARNING
84,51,68,91,100,93,40,87,90,75,0,70,50,NORMAL
100,72,82,91,88,93,85,87,90,33,5,70,60,WARNING
83,75,68,91,87,93,40,87,90,75,7,70,50,NORMAL
100,72,84,91,88,93,74,87,90,49,5,70,50,WARNING
76,80,68,91,77,93,40,87,90,75,13,70,50,NORMAL
92,72,73,91,88,93,55,87,90,64,5,70,50,NORMAL
77,72,68,91,88,79,40,87,90,61,5,70,50,NORMAL
99,72,81,91,88,93,70,87,90,45,5,70,50,WARNING
59,95,68,91,61,93,40,87,90,75,31,70,50,WARNING
85,72,70,91,88,93,44,87,90,70,5,70,50,NORMAL
84,80,89,91,88,93,40,87,77,75,5,70,59,WARNING
100,72,84,91,88,93,68,87,90,43,5,70,50,WARNING
84,39,68,91,100,93,40,87,90,75,4,70,50,NORMAL
74,72,68,91,88,66,40,87,90,51,5,70,50,NORMAL
63,91,68,91,71,93,40,87,90,75,22,70,50,WARNING
84,74,76,91,88,93,40,87,87,75,5,70,56,NORMAL
84,38,68,91,100,93,40,87,90,75,1,70,50,NORMAL
57,100,68,91,61,93,40,87,90,75,27,70,50,WARNING
84,72,53,91,88,93,20,87,90,75,5,55,50,NORMAL
84,79,91,91,88,93,40,87,84,75,5,70,71,WARNING
49,72,68,91,88,52,40,87,90,29,5,70,50,NORMAL
62,93,68,91,78,93,40,87,90,75,24,70,50,WARNING
57,72,68,91,88,45,40,87,90,48,5,70,50,NORMAL
90,72,73,91,88,93,55,87,90,64,5,70,50,NORMAL
91,72,74,91,88,93,58,87,90,59,5,70,50,NORMAL
84,65,68,91,93,93,40,87,90,75,5,70,50,NORMAL
80,72,68,91,88,87,40,87,90,71,5,70,50,NORMAL
84,47,68,91,100,93,40,87,90,75,4,70,50,NORMAL
84,67,68,91,92,93,40,87,90,75,4,70,50,NORMAL
83,74,68,91,87,93,40,87,90,75,6,70,50,NORMAL
93,72,74,91,88,93,66,87,90,51,5,70,50,NORMAL
84,61,68,91,95,93,40,87,90,75,3,70,50,NORMAL
84,85,91,91,88,93,40,87,83,75,10,70,76,CRITICAL
84,72,63,91,88,93,34,87,90,75,5,67,50,NORMAL
78,78,68,91,83,93,40,87,90,75,10,70,50,NORMAL
56,72,68,91,88,40,40,87,90,34,5,70,50,NORMAL
84,72,63,91,88,93,32,87,90,75,5,61,50,NORMAL
96,72,82,91,88,93,80,87,90,35,5,70,50,WARNING
84,59,68,91,96,93,40,87,90,75,4,70,50,NORMAL
90,72,73,91,88,93,52,87,90,66,5,70,50,NORMAL
83,76,68,91,85,93,40,87,90,75,8,70,50,NORMAL
73,90,68,91,64,93,40,87,90,75,19,70,50,WARNING
58,72,68,91,88,43,40,87,90,47,5,70,50,NORMAL
84,72,41,91,88,93,0,87,90,75,5,47,50,NORMAL
84,57,68,91,97,93,40,87,90,75,3,70,50,NORMAL
84,72,59,91,88,93,9,87,90,75,5,35,50,NORMAL
60,72,68,91,88,47,40,87,90,40,5,70,50,NORMAL
84,72,64,91,88,93,34,87,90,75,5,64,50,NORMAL
99,72,83,91,88,93,73,87,90,57,5,70,50,WARNING
77,80,68,91,80,93,40,87,90,75,12,70,50,NORMAL
59,99,68,91,73,93,40,87,90,75,29,70,50,WARNING
100,72,90,91,88,93,76,87,90,44,5,70,50,WARNING
84,48,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,64,68,91,93,93,40,87,90,75,3,70,50,NORMAL
72,91,68,91,79,93,40,87,90,75,16,70,50,WARNING
75,85,68,91,78,93,40,87,90,75,20,70,50,WARNING
43,72,68,91,88,24,40,87,90,27,5,70,50,WARNING
84,72,54,91,88,93,5,87,90,75,5,46,50,NORMAL
84,72,67,91,88,93,31,87,90,75,5,64,50,NORMAL
56,100,68,91,70,93,40,87,90,75,35,70,50,WARNING
82,72,68,91,88,89,40,87,90,72,5,70,50,NORMAL
84,63,68,91,92,93,40,87,90,75,5,70,50,NORMAL
79,72,68,91,88,77,40,87,90,68,5,70,50,NORMAL
84,75,78,91,88,93,40,87,84,75,5,70,58,NORMAL
75,86,68,91,76,93,40,87,90,75,20,70,50,WARNING
91,72,72,91,88,93,52,87,90,70,5,70,50,NORMAL
39,72,68,91,88,47,40,87,90,14,5,70,50,WARNING
69,72,68,91,88,58,40,87,90,49,5,70,50,NORMAL
87,72,72,91,88,93,52,87,90,67,5,70,50,NORMAL
84,81,84,91,88,93,40,87,80,75,10,70,59,CRITICAL
78,81,68,91,83,93,40,87,90,75,17,70,50,WARNING
84,72,66,91,88,93,38,87,90,75,5,69,50,NORMAL
84,33,68,91,100,93,40,87,90,75,0,70,50,NORMAL
58,91,68,91,72,93,40,87,90,75,25,70,50,WARNING
84,72,61,91,88,93,32,87,90,75,5,63,50,NORMAL
62,72,68,91,88,50,40,87,90,38,5,70,50,NORMAL
63,93,68,91,73,93,40,87,90,75,25,70,50,WARNING
61,100,68,91,66,93,40,87,90,75,33,70,50,WARNING
69,72,68,91,88,61,40,87,90,55,5,70,50,NORMAL
84,88,94,91,88,93,40,87,67,75,10,70,70,CRITICAL
84,78,81,91,88,93,40,87,83,75,5,70,62,WARNING
100,72,82,91,88,93,59,87,90,64,5,70,50,WARNING
64,92,68,91,62,93,40,87,90,75,19,70,50,WARNING
84,77,81,91,88,93,40,87,86,75,5,70,55,WARNING
42,72,68,91,88,45,40,87,90,25,5,70,50,WARNING
84,79,86,91,88,93,40,87,76,75,5,70,71,WARNING
84,72,58,91,88,93,21,87,90,75,5,51,50,NORMAL
84,41,68,91,100,93,40,87,90,75,2,70,50,NORMAL
84,51,68,91,99,93,40,87,90,75,0,70,50,NORMAL
84,72,63,91,88,93,26,87,90,75,5,55,50,NORMAL
84,86,100,91,88,93,40,87,81,75,10,70,79,CRITICAL
84,72,57,91,88,93,22,87,90,75,5,55,50,NORMAL
79,81,68,91,84,93,40,87,90,75,18,70,50,WARNING
91,72,78,91,88,93,55,87,90,62,5,70,50,NORMAL
57,95,68,91,62,93,40,87,90,75,38,70,50,WARNING
46,72,68,91,88,44,40,87,90,16,5,70,50,WARNING
76,72,68,91,88,79,40,87,90,65,5,70,50,NORMAL
78,72,68,91,88,78,40,87,90,60,5,70,50,NORMAL
84,66,68,91,92,93,40,87,90,75,5,70,50,NORMAL
32,72,68,91,88,25,40,87,90,28,5,70,50,WARNING
73,72,68,91,88,77,40,87,90,65,5,70,50,NORMAL
69,72,68,91,88,77,40,87,90,53,5,70,50,NORMAL
84,72,62,91,88,93,18,87,90,75,5,60,50,NORMAL
84,72,64,91,88,93,29,87,90,75,5,59,50,NORMAL
81,72,68,91,88,83,40,87,90,67,5,70,50,NORMAL
84,62,68,91,100,93,40,87,90,75,2,70,50,NORMAL
100,72,85,91,88,93,61,87,90,42,5,70,50,WARNING
84,72,60,91,88,93,29,87,90,75,5,65,50,NORMAL
84,78,85,91,88,93,40,87,78,75,5,70,63,WARNING
84,63,68,91,97,93,40,87,90,75,3,70,50,NORMAL
84,72,59,91,88,93,16,87,90,75,5,47,50,NORMAL
79,78,68,91,84,93,40,87,90,75,11,70,50,NORMAL
84,55,68,91,98,93,40,87,90,75,0,70,50,NORMAL
100,72,78,91,88,93,67,87,90,52,5,70,50,NORMAL
84,72,57,91,88,93,1,87,90,75,5,44,50,NORMAL
78,72,68,91,88,72,40,87,90,61,5,70,50,NORMAL
84,72,65,91,88,93,34,87,90,75,5,65,50,NORMAL
89,72,86,91,88,93,73,87,90,26,5,70,50,WARNING
84,70,68,91,89,93,40,87,90,75,5,70,50,NORMAL
84,73,74,91,88,93,40,87,88,75,5,70,54,NORMAL
84,48,68,91,100,93,40,87,90,75,0,70,50,NORMAL
100,72,81,91,88,93,77,87,90,31,5,70,50,WARNING
56,95,68,91,65,93,40,87,90,75,28,70,50,WARNING
77,86,68,91,74,93,40,87,90,75,15,70,50,WARNING
71,72,68,91,88,67,40,87,90,45,5,70,50,NORMAL
84,61,68,91,91,93,40,87,90,75,3,70,50,NORMAL
84,37,68,91,100,93,40,87,90,75,2,70,50,NORMAL
84,86,93,91,88,93,40,87,83,75,10,70,73,CRITICAL
84,59,68,91,94,93,40,87,90,75,1,70,50,NORMAL
84,72,58,91,88,93,13,87,90,75,5,55,50,NORMAL
59,72,68,91,88,48,40,87,90,37,5,70,50,NORMAL
84,64,68,91,93,93,40,87,90,75,4,70,50,NORMAL
84,71,68,91,89,93,40,87,90,75,5,70,50,NORMAL
84,68,68,91,91,93,40,87,90,75,5,70,50,NORMAL
84,72,50,91,88,93,0,87,90,75,5,42,50,NORMAL
84,58,68,91,100,93,40,87,90,75,3,70,50,NORMAL
75,85,68,91,77,93,40,87,90,75,14,70,50,WARNING
60,72,68,91,88,61,40,87,90,51,5,70,50,NORMAL
84,81,87,91,88,93,40,87,83,75,10,70,62,CRITICAL
35,72,68,91,88,37,40,87,90,29,5,70,50,WARNING
67,72,68,91,88,73,40,87,90,53,5,70,50,NORMAL
90,72,73,91,88,93,50,87,90,63,5,70,50,NORMAL
100,72,92,91,88,93,72,87,90,33,5,70,50,WARNING
84,58,68,91,95,93,40,87,90,75,1,70,50,NORMAL
89,72,73,91,88,93,52,87,90,64,5,70,50,NORMAL
84,73,70,91,88,93,40,87,89,75,5,70,53,NORMAL
84,54,68,91,100,93,40,87,90,75,4,70,50,NORMAL
70,85,68,91,81,93,40,87,90,75,21,70,50,WARNING
84,72,62,91,88,93,31,87,90,75,5,65,50,NORMAL
68,100,68,91,70,93,40,87,90,75,20,70,50,WARNING
78,72,68,91,88,74,40,87,90,60,5,70,50,NORMAL
84,89,100,91,88,93,40,87,82,75,10,70,76,CRITICAL
98,72,81,91,88,93,64,87,90,63,5,70,50,WARNING
65,100,68,91,65,93,40,87,90,75,21,70,50,WARNING
84,72,58,91,88,93,22,87,90,75,5,55,50,NORMAL
84,75,74,91,88,93,40,87,87,75,5,70,56,NORMAL
84,94,100,91,88,93,40,87,66,75,10,70,74,CRITICAL
60,72,68,91,88,48,40,87,90,51,5,70,50,NORMAL
97,72,78,91,88,93,73,87,90,26,5,70,50,NORMAL
84,73,70,91,88,93,40,87,89,75,5,70,51,NORMAL
100,72,81,91,88,93,71,87,90,37,5,70,50,WARNING
84,72,62,91,88,93,14,87,90,75,5,46,50,NORMAL
84,35,68,91,99,93,40,87,90,75,0,70,50,NORMAL
84,41,68,91,100,93,40,87,90,75,4,70,50,NORMAL
78,91,68,91,77,93,40,87,90,75,17,70,50,WARNING
72,72,68,91,88,75,40,87,90,63,5,70,50,NORMAL
96,72,86,91,88,93,81,87,90,50,5,70,60,WARNING
79,72,68,91,88,82,40,87,90,62,5,70,50,NORMAL
84,72,56,91,88,93,12,87,90,75,5,49,50,NORMAL
84,72,52,91,88,93,12,87,90,75,5,54,50,NORMAL
99,72,74,91,88,93,62,87,90,53,5,70,50,NORMAL
84,72,50,91,88,93,5,87,90,75,5,44,50,NORMAL
60,90,68,91,74,93,40,87,90,75,24,70,50,WARNING
65,92,68,91,74,93,40,87,90,75,24,70,50,WARNING
33,72,68,91,88,35,40,87,90,26,5,70,50,WARNING
62,84,68,91,73,93,40,87,90,75,21,70,50,WARNING
84,52,68,91,100,93,40,87,90,75,2,70,50,NORMAL
84,72,50,91,88,93,13,87,90,75,5,41,50,NORMAL
84,72,55,91,88,93,27,87,90,75,5,53,50,NORMAL
84,73,70,91,88,93,40,87,89,75,5,70,52,NORMAL
84,87,100,91,88,93,40,87,67,75,10,70,81,CRITICAL
83,74,68,91,86,93,40,87,90,75,6,70,50,NORMAL
84,43,68,91,100,93,40,87,90,75,0,70,50,NORMAL
82,77,68,91,82,93,40,87,90,75,7,70,50,NORMAL
79,83,68,91,81,93,40,87,90,75,19,70,50,WARNING
84,91,98,91,88,93,40,87,64,75,10,70,78,CRITICAL
84,80,92,91,88,93,40,87,78,75,5,70,70,WARNING
84,72,53,91,88,93,16,87,90,75,5,48,50,NORMAL
78,72,68,91,88,85,40,87,90,67,5,70,50,NORMAL
84,62,68,91,94,93,40,87,90,75,4,70,50,NORMAL
84,72,57,91,88,93,4,87,90,75,5,52,50,NORMAL
82,72,68,91,88,88,40,87,90,70,5,70,50,NORMAL
89,72,73,91,88,93,50,87,90,65,5,70,50,NORMAL
84,72,48,91,88,93,10,87,90,75,5,45,50,NORMAL
84,67,68,91,96,93,40,87,90,75,3,70,50,NORMAL
88,72,73,91,88,93,53,87,90,66,5,70,50,NORMAL
84,62,68,91,92,93,40,87,90,75,2,70,50,NORMAL
96,72,91,91,88,93,87,87,90,26,5,70,60,WARNING
39,72,68,91,88,56,40,87,90,29,5,70,50,WARNING
86,72,70,91,88,93,45,87,90,69,5,70,50,NORMAL
82,72,68,91,88,88,40,87,90,71,5,70,50,NORMAL
84,47,68,91,100,93,40,87,90,75,1,70,50,NORMAL
84,72,56,91,88,93,11,87,90,75,5,45,50,NORMAL
84,72,54,91,88,93,0,87,90,75,5,47,50,NORMAL
100,72,83,91,88,93,61,87,90,64,5,70,50,WARNING
85,72,70,91,88,93,43,87,90,72,5,70,50,NORMAL
77,72,68,91,88,77,40,87,90,65,5,70,50,NORMAL
78,77,68,91,83,93,40,87,90,75,10,70,50,NORMAL
55,72,68,91,88,55,40,87,90,40,5,70,50,NORMAL
84,88,100,91,88,93,40,87,68,75,10,70,88,CRITICAL
100,72,81,91,88,93,71,87,90,45,5,70,50,WARNING
60,99,68,91,72,93,40,87,90,75,32,70,50,WARNING
84,72,62,91,88,93,28,87,90,75,5,57,50,NORMAL
84,86,100,91,88,93,40,87,68,75,10,70,83,CRITICAL
100,72,96,91,88,93,70,87,90,17,5,70,50,WARNING
47,72,68,91,88,53,40,87,90,25,5,70,50,WARNING
59,93,68,91,76,93,40,87,90,75,22,70,50,WARNING
80,82,68,91,81,93,40,87,90,75,20,70,50,WARNING
84,72,56,91,88,93,0,87,90,75,5,34,50,NORMAL
84,72,55,91,88,93,10,87,90,75,5,57,50,NORMAL
84,55,68,91,100,93,40,87,90,75,0,70,50,NORMAL
84,68,68,91,91,93,40,87,90,75,5,70,50,NORMAL
84,76,76,91,88,93,40,87,88,75,5,70,56,NORMAL
60,100,68,91,68,93,40,87,90,75,32,70,50,WARNING
93,72,76,91,88,93,55,87,90,61,5,70,50,NORMAL
75,72,68,91,88,71,40,87,90,59,5,70,50,NORMAL
84,72,63,91,88,93,30,87,90,75,5,64,50,NORMAL
84,62,68,91,95,93,40,87,90,75,0,70,50,NORMAL
84,63,68,91,97,93,40,87,90,75,3,70,50,NORMAL
84,95,100,91,88,93,40,87,81,75,10,70,84,CRITICAL
84,72,65,91,88,93,32,87,90,75,5,65,50,NORMAL
69,72,68,91,88,59,40,87,90,47,5,70,50,NORMAL
84,76,78,91,88,93,40,87,85,75,5,70,59,NORMAL
84,58,68,91,100,93,40,87,90,75,1,70,50,NORMAL
84,58,68,91,100,93,40,87,90,75,1,70,50,NORMAL
71,72,68,91,88,74,40,87,90,62,5,70,50,NORMAL
84,72,52,91,88,93,4,87,90,75,5,47,50,NORMAL
84,54,68,91,100,93,40,87,90,75,0,70,50,NORMAL
57,72,68,91,88,63,40,87,90,49,5,70,50,NORMAL
84,72,62,91,88,93,23,87,90,75,5,62,50,NORMAL
62,92,68,91,71,93,40,87,90,75,30,70,50,WARNING
90,72,76,91,88,93,53,87,90,67,5,70,50,NORMAL
99,72,79,91,88,93,73,87,90,38,5,70,50,NORMAL
69,72,68,91,88,64,40,87,90,48,5,70,50,NORMAL
84,81,82,91,88,93,40,87,82,75,10,70,61,CRITICAL
84,61,68,91,100,93,40,87,90,75,0,70,50,NORMAL
98,72,79,91,88,93,62,87,90,53,5,70,50,NORMAL
80,78,68,91,84,93,40,87,90,75,10,70,50,NORMAL
61,72,68,91,88,51,40,87,90,33,5,70,50,NORMAL
84,65,68,91,95,93,40,87,90,75,5,70,50,NORMAL
81,78,68,91,85,93,40,87,90,75,9,70,50,NORMAL
84,72,63,91,88,93,19,87,90,75,5,53,50,NORMAL
84,41,68,91,100,93,40,87,90,75,0,70,50,NORMAL
91,72,72,91,88,93,50,87,90,63,5,70,50,NORMAL
84,72,64,91,88,93,32,87,90,75,5,60,50,NORMAL
71,72,68,91,88,60,40,87,90,46,5,70,50,NORMAL
84,72,60,91,88,93,0,87,90,75,5,49,50,NORMAL
84,85,88,91,88,93,40,87,78,75,10,70,74,CRITICAL
59,72,68,91,88,29,40,87,90,43,5,70,50,NORMAL
74,97,68,91,70,93,40,87,90,75,20,70,50,WARNING
57,72,68,91,88,44,40,87,90,32,5,70,50,NORMAL
77,89,68,91,69,93,40,87,90,75,17,70,50,WARNING
84,72,67,91,88,93,38,87,90,75,5,68,50,NORMAL
84,72,43,91,88,93,9,87,90,75,5,54,50,NORMAL
97,72,82,91,88,93,73,87,90,46,5,70,50,WARNING
77,80,68,91,79,93,40,87,90,75,12,70,50,NORMAL
58,72,68,91,88,29,40,87,90,31,5,70,50,WARNING
64,92,68,91,64,93,40,87,90,75,26,70,50,WARNING
84,93,100,91,88,93,40,87,77,75,10,70,69,CRITICAL
67,91,68,91,70,93,40,87,90,75,23,70,50,WARNING
84,72,58,91,88,93,17,87,90,75,5,39,50,NORMAL
100,72,78,91,88,93,78,87,90,41,5,70,50,NORMAL
84,76,81,91,88,93,40,87,85,75,5,70,56,WARNING
73,72,68,91,88,69,40,87,90,47,5,70,50,NORMAL
85,72,69,91,88,93,43,87,90,71,5,70,50,NORMAL
61,72,68,91,88,52,40,87,90,48,5,70,50,NORMAL
77,86,68,91,79,93,40,87,90,75,14,70,50,WARNING
65,72,68,91,88,40,40,87,90,51,5,70,50,NORMAL
88,72,71,91,88,93,46,87,90,72,5,70,50,NORMAL
84,86,90,91,88,93,40,87,74,75,10,70,78,CRITICAL
94,72,82,91,88,93,71,87,90,59,5,70,50,WARNING
84,45,68,91,100,93,40,87,90,75,2,70,50,NORMAL
